Arquivo_Origem,Segmento_ID,Inicio(s),Fim(s),Duracao(s),Routing_Model,Routing_Reason,Texto_Transcrito,Custo_Estimado,SNR
8_20250702093051.webm,8_20250702093051.webm_seg_1,0.29,1.37,1.08,assemblyai,,,0.0050,53.41
8_20250702093051.webm,8_20250702093051.webm_seg_2,1.63,5.12,3.48,assemblyai,,,0.0050,49.52
8_20250702093051.webm,8_20250702093051.webm_seg_4,5.95,11.39,5.44,elevenlabs,,,0.0500,50.32
8_20250702093051.webm,8_20250702093051.webm_seg_6,12.58,15.04,2.46,assemblyai,,,0.0050,53.06
8_20250702093051.webm,8_20250702093051.webm_seg_7,15.20,23.55,8.35,elevenlabs,,,0.0500,52.23
8_20250702093051.webm,8_20250702093051.webm_seg_8,24.00,32.03,8.03,elevenlabs,,,0.0500,49.05
8_20250702093051.webm,8_20250702093051.webm_seg_9,32.55,37.95,5.40,elevenlabs,,,0.0500,49.33
8_20250702093051.webm,8_20250702093051.webm_seg_10,38.08,41.25,3.16,assemblyai,,,0.0050,48.16
8_20250702093051.webm,8_20250702093051.webm_seg_12,42.53,43.87,1.34,assemblyai,,,0.0050,58.19
8_20250702093051.webm,8_20250702093051.webm_seg_13,44.45,46.11,1.66,assemblyai,,,0.0050,54.67
8_20250702093051.webm,8_20250702093051.webm_seg_14,46.24,47.74,1.50,assemblyai,,,0.0050,38.44
8_20250702093051.webm,8_20250702093051.webm_seg_15,48.45,49.95,1.50,assemblyai,,,0.0050,56.89
8_20250702093051.webm,8_20250702093051.webm_seg_16,50.34,52.73,2.40,assemblyai,,,0.0050,52.51
10_20250907220404.webm,10_20250907220404.webm_seg_1,7.81,8.89,1.08,assemblyai,,,0.0050,42.48
10_20250907220404.webm,10_20250907220404.webm_seg_2,9.09,10.46,1.37,assemblyai,,,0.0050,36.51
10_20250907220404.webm,10_20250907220404.webm_seg_4,18.95,21.73,2.78,assemblyai,,,0.0050,47.57
10_20250907220404.webm,10_20250907220404.webm_seg_5,22.37,23.58,1.21,assemblyai,,,0.0050,41.49
10_20250907220404.webm,10_20250907220404.webm_seg_6,25.19,27.04,1.85,assemblyai,,,0.0050,50.17
10_20250907220404.webm,10_20250907220404.webm_seg_9,31.65,34.14,2.49,assemblyai,,,0.0050,42.38
10_20250907211604.webm,10_20250907211604.webm_seg_1,4.83,5.98,1.15,assemblyai,,,0.0050,34.39
10_20250907211404.webm,10_20250907211404.webm_seg_1,41.44,42.59,1.15,assemblyai,,,0.0050,51.12
10_20250907225704.webm,10_20250907225704.webm_seg_4,28.23,30.53,2.30,assemblyai,,,0.0050,37.90
10_20250907225704.webm,10_20250907225704.webm_seg_5,32.35,35.10,2.75,assemblyai,,,0.0050,50.80
10_20250907225704.webm,10_20250907225704.webm_seg_7,39.52,41.12,1.60,assemblyai,,,0.0050,40.49
10_20250907225704.webm,10_20250907225704.webm_seg_8,41.22,43.71,2.49,assemblyai,,,0.0050,43.80
7_20250702092849.webm,7_20250702092849.webm_seg_1,50.37,53.41,3.04,assemblyai,,,0.0050,41.03
7_20250702092849.webm,7_20250702092849.webm_seg_2,53.54,54.85,1.31,assemblyai,,,0.0050,36.72
10_20250907224104.webm,10_20250907224104.webm_seg_1,0.67,2.69,2.01,assemblyai,,,0.0050,43.76
10_20250907224104.webm,10_20250907224104.webm_seg_2,4.16,5.44,1.28,assemblyai,,,0.0050,44.31
10_20250907210504.webm,10_20250907210504.webm_seg_2,27.07,28.67,1.60,assemblyai,,,0.0050,48.89
10_20250907210504.webm,10_20250907210504.webm_seg_3,29.12,32.06,2.94,assemblyai,,,0.0050,49.04
10_20250907210504.webm,10_20250907210504.webm_seg_4,34.50,36.70,2.20,assemblyai,,,0.0050,45.88
10_20250907221504.webm,10_20250907221504.webm_seg_1,1.44,8.03,6.59,elevenlabs,,,0.0500,41.19
10_20250907221504.webm,10_20250907221504.webm_seg_2,8.23,9.76,1.53,assemblyai,,,0.0050,39.05
10_20250907221504.webm,10_20250907221504.webm_seg_3,9.92,10.94,1.02,assemblyai,,,0.0050,40.37
10_20250907221504.webm,10_20250907221504.webm_seg_4,11.71,13.18,1.47,assemblyai,,,0.0050,43.89
10_20250907221504.webm,10_20250907221504.webm_seg_5,14.53,17.41,2.88,assemblyai,,,0.0050,37.07
10_20250907221504.webm,10_20250907221504.webm_seg_6,17.63,25.41,7.77,elevenlabs,,,0.0500,44.46
10_20250907221504.webm,10_20250907221504.webm_seg_7,25.76,27.58,1.82,assemblyai,,,0.0050,44.81
10_20250907221504.webm,10_20250907221504.webm_seg_8,28.32,29.34,1.02,assemblyai,,,0.0050,40.90
10_20250907221504.webm,10_20250907221504.webm_seg_10,35.36,37.25,1.88,assemblyai,,,0.0050,40.59
10_20250907221504.webm,10_20250907221504.webm_seg_11,37.76,41.53,3.77,assemblyai,,,0.0050,46.79
10_20250907221504.webm,10_20250907221504.webm_seg_12,45.57,46.78,1.21,assemblyai,,,0.0050,40.12
10_20250907221504.webm,10_20250907221504.webm_seg_13,56.93,58.17,1.24,assemblyai,,,0.0050,38.74
8_20250702093152.webm,8_20250702093152.webm_seg_3,9.70,14.62,4.92,assemblyai,,,0.0050,46.92
8_20250702093152.webm,8_20250702093152.webm_seg_5,15.52,16.57,1.05,assemblyai,,,0.0050,48.19
8_20250702093152.webm,8_20250702093152.webm_seg_6,17.63,20.16,2.52,assemblyai,,,0.0050,45.72
8_20250702093152.webm,8_20250702093152.webm_seg_8,21.51,22.53,1.02,assemblyai,,,0.0050,45.18
8_20250702093152.webm,8_20250702093152.webm_seg_9,22.75,24.06,1.31,assemblyai,,,0.0050,39.74
8_20250702093152.webm,8_20250702093152.webm_seg_10,24.99,27.33,2.33,assemblyai,,,0.0050,39.86
8_20250702093152.webm,8_20250702093152.webm_seg_12,30.24,31.71,1.47,assemblyai,,,0.0050,47.90
8_20250702093152.webm,8_20250702093152.webm_seg_13,31.94,33.76,1.82,assemblyai,,,0.0050,42.17
8_20250702093152.webm,8_20250702093152.webm_seg_14,33.95,36.35,2.40,assemblyai,,,0.0050,49.80
8_20250702093152.webm,8_20250702093152.webm_seg_16,38.72,41.28,2.56,assemblyai,,,0.0050,49.28
8_20250702093152.webm,8_20250702093152.webm_seg_18,42.40,45.79,3.39,assemblyai,,,0.0050,51.48
8_20250702093152.webm,8_20250702093152.webm_seg_19,45.95,53.28,7.32,elevenlabs,,,0.0500,49.38
8_20250702093152.webm,8_20250702093152.webm_seg_20,53.60,60.96,7.36,elevenlabs,,,0.0500,50.99
10_20250907224304.webm,10_20250907224304.webm_seg_1,0.42,5.12,4.70,assemblyai,,,0.0050,45.52
10_20250907224304.webm,10_20250907224304.webm_seg_2,7.87,9.63,1.76,assemblyai,,,0.0050,45.71
10_20250907224304.webm,10_20250907224304.webm_seg_4,44.58,46.62,2.04,assemblyai,,,0.0050,44.03
10_20250907211804.webm,10_20250907211804.webm_seg_4,9.03,10.40,1.37,assemblyai,,,0.0050,36.03
10_20250907211804.webm,10_20250907211804.webm_seg_8,17.57,18.72,1.15,assemblyai,,,0.0050,38.91
10_20250907211804.webm,10_20250907211804.webm_seg_10,24.80,26.37,1.56,assemblyai,,,0.0050,45.69
10_20250907211804.webm,10_20250907211804.webm_seg_13,32.13,34.33,2.20,assemblyai,,,0.0050,36.10
10_20250907211804.webm,10_20250907211804.webm_seg_17,56.29,57.95,1.66,assemblyai,,,0.0050,39.79
10_20250907223504.webm,10_20250907223504.webm_seg_1,11.20,12.41,1.21,assemblyai,,,0.0050,40.76
10_20250907214304.webm,10_20250907214304.webm_seg_2,1.70,3.39,1.69,assemblyai,,,0.0050,33.61
10_20250907214304.webm,10_20250907214304.webm_seg_3,3.55,4.93,1.37,assemblyai,,,0.0050,33.78
10_20250907222804.webm,10_20250907222804.webm_seg_1,12.32,14.24,1.92,assemblyai,,,0.0050,40.22
10_20250907222804.webm,10_20250907222804.webm_seg_3,15.43,16.45,1.02,assemblyai,,,0.0050,43.21
10_20250907220304.webm,10_20250907220304.webm_seg_3,13.25,14.62,1.37,assemblyai,,,0.0050,45.23
10_20250907220304.webm,10_20250907220304.webm_seg_4,15.59,16.93,1.34,assemblyai,,,0.0050,43.42
10_20250907220304.webm,10_20250907220304.webm_seg_5,23.04,24.09,1.05,assemblyai,,,0.0050,46.74
10_20250907220304.webm,10_20250907220304.webm_seg_7,28.03,29.28,1.24,assemblyai,,,0.0050,49.61
10_20250907220304.webm,10_20250907220304.webm_seg_8,29.92,31.07,1.15,assemblyai,,,0.0050,40.24
10_20250907220304.webm,10_20250907220304.webm_seg_9,32.19,33.21,1.02,assemblyai,,,0.0050,32.71
10_20250907220304.webm,10_20250907220304.webm_seg_11,53.86,55.97,2.11,assemblyai,,,0.0050,46.46
10_20250907222504.webm,10_20250907222504.webm_seg_1,31.91,33.02,1.12,assemblyai,,,0.0050,41.11
10_20250907211504.webm,10_20250907211504.webm_seg_1,1.76,2.85,1.08,assemblyai,,,0.0050,48.38
10_20250907215804.webm,10_20250907215804.webm_seg_4,22.15,23.20,1.05,assemblyai,,,0.0050,38.20
10_20250907215804.webm,10_20250907215804.webm_seg_5,24.93,28.70,3.77,assemblyai,,,0.0050,45.51
10_20250907215804.webm,10_20250907215804.webm_seg_6,29.19,30.33,1.15,assemblyai,,,0.0050,39.53
10_20250907215804.webm,10_20250907215804.webm_seg_9,49.28,51.01,1.72,assemblyai,,,0.0050,43.89
10_20250907222004.webm,10_20250907222004.webm_seg_1,3.71,4.73,1.02,assemblyai,,,0.0050,39.41
10_20250907222004.webm,10_20250907222004.webm_seg_2,41.03,42.08,1.05,assemblyai,,,0.0050,43.89
